office_from_id,horizon,rows,y_sum,wins,ties,win_rate,tie_rate,ml_mean_abs_err,strong_mean_abs_err,delta_abs_err_mean,expected_loss_abs_mean,expected_gain_abs_mean,expected_loss_wape_like,expected_gain_wape_like,ml_abs_err_sum,strong_abs_err_sum,gap_abs_err_sum,loss_abs_sum,gain_abs_sum
6,7,3290,243765.0,1840,0,0.5592705167173252,0.0,27.42537236008011,28.97449112982011,-1.549118769739998,2.748940719645319,4.2980594893853175,0.03710136798815704,0.05800921264364324,90229.47506466357,95326.07581710815,-5096.600752444593,9044.0149676331,14140.615720077694
6,8,3280,243215.0,1776,0,0.5414634146341464,0.0,27.591750290350117,29.08397982411268,-1.4922295337625675,2.9696953836631717,4.461924917425739,0.040049342591596745,0.060173565483857584,90500.94095234838,95395.4538230896,-4894.512870741221,9740.600858415202,14635.113729156423
6,9,3270,242609.0,1846,0,0.5645259938837921,0.0,27.731644273365262,29.3230800587832,-1.5914357854179426,2.9102119149209646,4.501647700338907,0.03922522644168829,0.0606753582105702,90682.4767739044,95886.47179222107,-5203.995018316672,9516.392961791555,14720.387980108226
6,10,3260,241898.0,1871,0,0.5739263803680982,0.0,27.881245853323392,29.477410648205527,-1.5961647948821345,3.0001064867802576,4.596271281662392,0.040431699091780994,0.06194282043761998,90892.86148183426,96096.35871315002,-5203.497231315759,9780.34714690364,14983.844378219397
7,1,4355,92998.0,2939,0,0.6748564867967853,0.0,3.7736371611959183,5.884223462027058,-2.1105863008311396,0.830790490495538,2.9413767913266775,0.03890505802391522,0.1377416280589656,16434.189837008224,25625.793177127838,-9191.603340119613,3618.092586108068,12809.695926227681
7,2,4342,92679.0,2852,0,0.6568401658222017,0.0,4.302464272708783,6.085568595514601,-1.7831043228058179,0.8265694681870299,2.6096737909928476,0.03872468014186692,0.12226290314408814,18681.299872101536,26423.538841724396,-7742.238969622861,3588.964630868084,11331.203600490944
7,3,4329,92465.0,2787,0,0.6437976437976438,0.0,4.856129435394296,6.2918186202063575,-1.4356891848120623,0.7906195980821475,2.22630878289421,0.037015002867004994,0.10423068967878694,21022.184325821905,27237.28280687332,-6215.098481051417,3422.592240097617,9637.690721149034
7,4,4316,92248.0,2685,0,0.6221037998146431,0.0,5.123215372713651,6.395105834245903,-1.2718904615322513,0.8060960550465374,2.0779865165787883,0.037714753421004846,0.09722259350396811,22111.79754863212,27601.276780605316,-5489.479231973197,3479.110573580855,8968.589805554051
7,5,4303,91918.0,2586,0,0.6009760632117127,0.0,5.454837762457422,6.434833325925274,-0.9799955634678513,0.9001111586916409,1.8801067221594923,0.04213732148056018,0.08801430868221997,23472.166891854285,27689.08780145645,-4216.920909602164,3873.1783158501307,8090.099225452295
7,6,4290,91710.0,2602,0,0.6065268065268066,0.0,5.495238445676884,6.467092266060534,-0.9718538203836489,0.9083823676860376,1.8802361880696867,0.042492207582304015,0.08795347559501641,23574.572931953833,27743.82582139969,-4169.252889445854,3896.9603573731015,8066.213246818956
