horizon,feature,gain,split,block,gain_pct_horizon
9,target_roll_std_2,794.9767980575562,38,roll_std,2.2105716011980262e-05
9,target_roll_mean_4,6870.901314735413,215,roll_mean,0.00019105739133645297
9,target_roll_std_4,4179.0337018966675,177,roll_std,0.0001162053187518738
9,target_roll_mean_8,10370.13564491272,246,roll_mean,0.0002883597032420027
9,target_roll_std_8,7897.202597618103,319,roll_std,0.00021959548799231694
9,target_roll_mean_16,16339.35317993164,383,roll_mean,0.0004543442048844112
9,target_roll_std_16,11993.88943862915,360,roll_std,0.00033351100869516166
9,target_roll_mean_48,589136.1307935715,687,roll_mean,0.01638195734962402
9,target_roll_std_48,277375.59760189056,631,roll_std,0.007712912130545955
9,target_roll_mean_96,7501481.400229454,1098,roll_mean,0.20859177010926883
9,target_roll_std_96,1317894.8514699936,542,roll_std,0.03664636426047917
9,same_slot_mean_7d,967844.848074913,1357,same_slot,0.02691261355989062
9,future_hour_9,873360.444226265,6100,future_time,0.024285309965442505
9,future_minute_9,107.71880149841309,4,future_time,2.9953090969359277e-06
9,future_dow_9,105434.32258319855,1466,future_time,0.0029317851774221994
10,route_id,2970754.5136289597,23707,ids_time,0.08593919903294976
10,office_from_id,868256.7165975571,3020,ids_time,0.025117284661876453
10,hour,1903956.9002685547,7510,ids_time,0.055078442278443246
10,minute,14775.925018310547,162,ids_time,0.0004274439894709963
10,dow,142002.6726922989,1311,ids_time,0.004107911271607175
10,target_2h,21054.216117858887,267,current_target,0.0006090649567759611
10,status_sum,51237.615317344666,164,status_agg,0.0014822226476573024
10,status_max,11571.791460037231,51,status_agg,0.0003347535061849055
10,status_1,194668.59721565247,436,raw_status,0.005631452630915899
10,status_2,433206.89342975616,1015,raw_status,0.012531985819127007
10,status_3,86082.61069583893,623,raw_status,0.0024902328953558253
10,status_4,127347.72296619415,707,raw_status,0.0036839669047631063
10,status_5,118233.9761838913,849,raw_status,0.0034203207182246335
10,status_6,7610.368977546692,108,raw_status,0.00022015585982452477
10,status_7,535.83349609375,26,raw_status,1.5500810066285237e-05
10,status_8,2697.6818170547485,84,raw_status,7.803964061649606e-05
10,target_lag_1,2982.043294906616,121,short_lags,8.626576550507299e-05
10,target_lag_2,3290.1859922409058,134,short_lags,9.517984321673577e-05
10,target_lag_3,3746.5274028778076,144,short_lags,0.00010838107379158896
10,target_lag_4,4639.914297103882,176,short_lags,0.00013422533448835574
10,target_lag_6,7636.519578933716,215,short_lags,0.00022091235509436968
10,target_lag_8,8137.791692733765,254,short_lags,0.00023541335938802514
10,target_lag_12,10577.190273284912,297,short_lags,0.0003059812771250555
10,target_lag_24,18883.46235847473,337,short_lags,0.0005462685060684426
10,target_lag_48,17663.942580223083,384,mid_lags,0.0005109897401970203
10,target_lag_96,12017.483588218689,280,mid_lags,0.00034764666997056493
10,target_lag_144,24017.738503456116,349,mid_lags,0.0006947949418575394
10,target_lag_192,25474.250438690186,318,long_lags,0.0007369295135704484
10,target_lag_240,29040.803416252136,308,long_lags,0.000840104213733014
10,target_lag_288,17421.77730178833,306,long_lags,0.0005039842841868395
10,target_lag_336,12535.198090553284,330,long_lags,0.00036262332639042767
10,target_lag_672,7501.912072181702,283,long_lags,0.00021701837420129368
10,target_roll_mean_2,7486.683625221252,167,roll_mean,0.0002165778394723914
10,target_roll_std_2,972.8613996505737,46,roll_std,2.8143331625848047e-05
10,target_roll_mean_4,5940.129189491272,192,roll_mean,0.00017183848155582872
10,target_roll_std_4,3550.879898071289,146,roll_std,0.00010272130292236008
10,target_roll_mean_8,7825.627924919128,227,roll_mean,0.00022638295850837569
10,target_roll_std_8,7614.536988258362,277,roll_std,0.0002202764337394943
10,target_roll_mean_16,16132.355998039246,376,roll_mean,0.0004666833784567141
10,target_roll_std_16,9973.386277198792,299,roll_std,0.0002885141886939929
10,target_roll_mean_48,1015273.290266037,528,roll_mean,0.0293702401072606
10,target_roll_std_48,364153.5285606384,665,roll_std,0.010534381897242264
10,target_roll_mean_96,20397815.841934204,1304,roll_mean,0.5900763416954556
10,target_roll_std_96,4060196.438539505,516,roll_std,0.11745501967386755
10,same_slot_mean_7d,1057027.192606926,1361,same_slot,0.030578114035319594
10,future_hour_10,372844.17736053467,1919,future_time,0.010785788532665467
10,future_minute_10,1585.7640075683594,23,future_time,4.587362841342004e-05
10,future_dow_10,80142.89280986786,1060,future_time,0.0023184063121560955
